"churn_status"	"session_length_seconds"	"session_count"	"event_count"	"closed_session_event_count"	"open_session_event_count"	"quest_completed_event_count"	"store_purchase_event_count"	"active_days"
"5960"	"Stayed"	45761	201	1148	225	226	203	18	49
"5961"	"Stayed"	20500	22	731	42	40	130	1	7
"5962"	"Churned"	2417	16	133	22	22	10	0	12
"5963"	"Churned"	7	1	4	1	1	0	0	1
"5964"	"Churned"	5359	4	146	9	9	14	0	3
"5965"	"Stayed"	286790	316	5396	589	586	2751	21	37
"5966"	"Churned"	49	1	6	2	2	0	0	1
"5967"	"Stayed"	47929	120	1625	166	165	537	18	44
"5968"	"Churned"	54	2	5	1	1	0	0	2
"5969"	"Stayed"	40	1	4	1	1	0	0	1
"5970"	"Churned"	1238	1	32	2	2	6	0	1
"5971"	"Churned"	1241	1	21	7	7	0	0	1
"5972"	"Stayed"	64316	329	1635	365	364	272	18	55
"5973"	"Stayed"	10595	55	359	66	65	60	0	24
"5974"	"Churned"	4419	7	124	19	19	56	0	5
"5975"	"Churned"	4280	9	135	19	19	13	0	4
"5976"	"Stayed"	14822	20	430	31	31	75	0	12
"5977"	"Churned"	1697	3	73	6	5	6	0	3
"5978"	"Stayed"	1404	8	49	9	8	10	0	7
"5979"	"Churned"	14121	50	417	84	84	32	3	11
"5980"	"Stayed"	27218	145	836	188	191	64	0	44
"5981"	"Churned"	2846	4	69	7	7	17	0	2
"5982"	"Stayed"	40782	91	969	157	154	345	1	35
"5983"	"Churned"	59646	85	2316	159	160	403	4	17
"5984"	"Stayed"	10720	15	209	31	33	20	0	3
"5985"	"Stayed"	63974	71	921	173	176	138	4	8
"5986"	"Stayed"	69295	121	1195	221	218	231	10	46
"5987"	"Churned"	243	1	10	3	3	0	0	1
"5988"	"Stayed"	26097	21	438	74	74	41	0	6
"5989"	"Stayed"	635	2	12	2	2	2	0	2
"5990"	"Stayed"	275263	402	5221	925	909	1141	8	52
"5991"	"Churned"	913	4	18	5	5	0	0	2
"5992"	"Stayed"	4948	25	161	29	29	18	0	15
"5993"	"Churned"	8091	21	270	39	39	19	0	6
"5994"	"Churned"	11807	14	200	20	20	28	1	6
"5995"	"Churned"	9881	13	188	19	18	26	1	9
"5996"	"Stayed"	29361	137	1146	328	327	26	5	45
"5997"	"Stayed"	65034	99	1818	178	179	793	17	36
"5998"	"Churned"	5038	2	125	10	10	66	0	2
"5999"	"Stayed"	6339	11	121	16	16	34	0	7
"6000"	"Stayed"	18310	49	441	82	82	51	0	7
"6001"	"Churned"	19826	16	259	30	30	109	1	11
"6002"	"Stayed"	1966	6	92	7	8	14	0	2
"6003"	"Churned"	1	1	4	1	1	0	0	1
"6004"	"Churned"	1	1	4	1	1	0	0	1
"6005"	"Churned"	7448	10	162	16	16	18	0	7
"6006"	"Stayed"	24259	60	738	82	82	148	10	21
"6007"	"Churned"	1892	2	21	4	4	0	0	2
"6008"	"Churned"	8254	18	164	21	19	33	0	11
"6009"	"Stayed"	402832	451	4813	773	766	1528	0	55
"6010"	"Churned"	389	2	20	3	3	1	0	2
"6011"	"Stayed"	41695	206	1289	253	253	106	5	37
"6012"	"Stayed"	69238	182	1462	241	241	360	15	29
"6013"	"Stayed"	20130	26	322	50	51	36	0	8
"6014"	"Stayed"	3735	4	75	6	6	12	0	2
"6015"	"Stayed"	66274	56	1577	103	100	512	1	17
"6016"	"Churned"	3101	2	49	5	5	4	0	2
"6017"	"Stayed"	13398	30	461	52	53	48	0	4
"6018"	"Churned"	5464	15	237	27	27	19	1	10
"6019"	"Churned"	16766	27	327	37	36	106	0	15
"6020"	"Stayed"	65994	275	2107	312	312	339	17	55
"6021"	"Churned"	238	4	21	4	4	0	0	4
"6022"	"Stayed"	145215	340	4232	539	542	1599	7	53
"6023"	"Stayed"	23120	58	636	115	104	109	0	24
"6024"	"Stayed"	1222	1	42	6	6	4	0	1
"6025"	"Stayed"	18308	41	456	63	63	32	2	15
"6026"	"Stayed"	77814	381	3142	719	733	37	58	55
"6027"	"Stayed"	8216	7	143	12	12	17	0	3
"6028"	"Churned"	2171	4	67	7	7	12	0	3
"6029"	"Churned"	38523	89	861	122	118	213	1	25
"6030"	"Stayed"	12154	72	385	99	97	61	9	22
"6031"	"Stayed"	30368	115	632	136	133	38	4	43
"6032"	"Churned"	6954	28	212	47	46	37	0	18
"6033"	"Stayed"	3193	4	81	7	6	12	1	1
"6034"	"Stayed"	5009	4	70	7	5	20	0	3
"6035"	"Stayed"	189187	234	3893	341	336	1877	8	52
"6036"	"Churned"	4258	1	80	4	4	14	0	1
"6037"	"Churned"	3733	4	46	6	6	1	2	3
"6038"	"Churned"	24682	132	661	156	155	47	4	41
"6039"	"Churned"	446	1	10	2	2	0	0	1
"6040"	"Stayed"	16681	50	473	65	65	105	1	16
"6041"	"Churned"	17970	46	401	64	62	92	6	24
"6042"	"Churned"	29720	130	681	163	163	64	1	40
"6043"	"Stayed"	149697	176	1938	288	281	615	15	29
"6044"	"Stayed"	248303	750	3812	1132	1132	219	20	55
"6045"	"Churned"	1788	11	109	12	12	8	0	10
"6046"	"Stayed"	82505	137	1790	286	315	225	5	34
"6047"	"Churned"	23384	26	287	47	45	26	9	9
"6048"	"Stayed"	5004	8	106	13	13	16	0	3
"6049"	"Churned"	2213	2	137	6	6	8	2	2
"6050"	"Churned"	471	4	27	6	6	6	0	4
"6051"	"Stayed"	13579	19	380	33	30	103	2	12
"6052"	"Stayed"	16295	7	302	30	27	34	2	2
"6053"	"Stayed"	14	1	4	1	1	0	0	1
"6054"	"Stayed"	40471	80	893	99	101	255	1	17
"6055"	"Stayed"	4419	5	209	10	10	20	1	3
"6056"	"Churned"	709	2	18	3	3	4	0	2
"6057"	"Stayed"	36627	53	676	93	93	195	3	22
"6058"	"Churned"	10742	18	180	30	30	17	0	4
"6059"	"Churned"	794	3	25	6	6	1	0	1
"6060"	"Churned"	189	1	7	2	2	0	0	1
"6061"	"Stayed"	24068	32	403	80	76	42	0	12
"6062"	"Churned"	8393	7	161	18	19	16	0	3
"6063"	"Stayed"	118443	136	1596	209	207	591	8	39
"6064"	"Stayed"	4064	8	152	17	16	10	0	4
"6065"	"Stayed"	19107	62	400	74	73	63	3	23
"6066"	"Churned"	11130	9	166	19	19	39	0	3
"6067"	"Stayed"	1656	1	14	4	4	0	0	1
"6068"	"Churned"	11455	11	218	32	31	17	2	2
"6069"	"Stayed"	98381	54	2309	208	203	815	77	10
"6070"	"Churned"	595	3	27	4	4	3	0	2
"6071"	"Churned"	496	1	19	2	2	1	0	1
"6072"	"Stayed"	55101	224	1423	254	256	371	18	54
"6073"	"Stayed"	28160	91	614	103	102	100	1	28
"6074"	"Churned"	7	1	6	1	1	0	0	1
"6075"	"Churned"	2449	4	129	6	6	12	0	3
"6076"	"Stayed"	1157	1	33	2	2	7	0	1
"6077"	"Stayed"	1822	14	81	13	12	0	0	12
"6078"	"Churned"	8986	11	119	29	29	10	0	10
"6079"	"Stayed"	30809	21	443	104	105	24	0	2
"6080"	"Churned"	639	1	22	2	2	3	0	1
"6081"	"Stayed"	77869	81	1976	134	134	1126	15	37
"6082"	"Churned"	13919	26	237	48	48	52	4	5
"6083"	"Stayed"	44988	167	938	230	229	148	0	25
"6084"	"Churned"	6772	29	199	48	45	0	0	20
"6085"	"Churned"	9613	29	295	50	50	26	2	13
"6086"	"Stayed"	5729	12	222	16	16	28	0	9
"6087"	"Stayed"	17002	18	337	38	36	38	1	8
"6088"	"Stayed"	30897	90	486	126	125	9	0	37
"6089"	"Stayed"	149462	128	2221	343	341	868	3	22
"6090"	"Stayed"	38416	81	837	125	125	108	1	26
"6091"	"Churned"	8189	23	178	37	37	31	2	14
"6092"	"Stayed"	231059	552	6214	810	804	2275	82	55
"6093"	"Stayed"	19266	43	299	50	49	47	1	33
"6094"	"Churned"	117	1	8	3	3	0	0	1
"6095"	"Stayed"	13617	21	555	47	47	25	0	11
"6096"	"Stayed"	2397	2	20	6	6	0	0	1
"6097"	"Churned"	5461	13	147	22	22	20	0	9
"6098"	"Churned"	3072	3	81	24	24	14	0	2
"6099"	"Churned"	8048	13	98	19	19	11	0	8
"6100"	"Stayed"	88321	27	1754	182	184	278	5	4
"6101"	"Stayed"	176	1	6	2	2	0	0	1
"6102"	"Churned"	1003	3	38	4	4	6	0	2
"6103"	"Stayed"	26483	29	420	53	52	32	1	13
"6104"	"Churned"	244	1	14	2	2	0	0	1
"6105"	"Churned"	517	4	31	9	9	0	0	3
"6106"	"Churned"	2117	4	27	6	6	0	0	4
"6107"	"Stayed"	24192	39	384	70	65	46	1	24
"6108"	"Churned"	284	2	12	4	4	0	0	2
"6109"	"Churned"	68272	213	1382	306	304	185	13	33
"6110"	"Churned"	11219	38	358	55	55	48	3	19
"6111"	"Churned"	61179	108	962	134	133	61	15	21
"6112"	"Stayed"	90597	337	1926	430	428	202	7	54
"6113"	"Churned"	19166	121	608	147	147	94	8	36
"6114"	"Stayed"	11615	37	261	47	48	63	1	23
"6115"	"Stayed"	5770	9	146	12	11	27	0	3
"6116"	"Stayed"	240731	128	3878	293	261	2083	8	33
"6117"	"Stayed"	84241	153	2661	620	619	457	2	25
"6118"	"Stayed"	474361	679	4943	1274	1273	654	35	55
"6119"	"Stayed"	13852	62	376	74	74	7	0	37
"6120"	"Stayed"	50762	224	1500	271	271	293	2	39
"6121"	"Churned"	12657	17	158	42	40	13	0	8
"6122"	"Stayed"	12	3	12	3	3	0	0	3
"6123"	"Churned"	419	1	25	5	5	1	0	1
"6124"	"Stayed"	385	1	15	2	2	0	0	1
"6125"	"Stayed"	19609	30	502	40	40	48	1	16
"6126"	"Churned"	10645	32	238	45	43	27	0	18
"6127"	"Stayed"	30354	188	944	212	213	108	22	52
"6128"	"Stayed"	148024	234	3157	426	422	1371	10	46
"6129"	"Churned"	23515	74	471	105	105	18	1	12
"6130"	"Churned"	5697	3	106	10	8	15	0	3
"6131"	"Stayed"	321063	502	6490	798	799	3247	25	54
"6132"	"Stayed"	2262	18	96	22	22	5	0	8
"6133"	"Stayed"	130917	105	4272	188	188	2426	4	35
"6134"	"Churned"	18012	13	183	43	43	16	1	2
"6135"	"Churned"	522	1	22	2	2	4	0	1
"6136"	"Churned"	4304	8	154	12	12	15	0	4
"6137"	"Stayed"	22062	50	436	61	60	14	2	37
"6138"	"Churned"	2996	24	126	33	32	0	0	14
"6139"	"Churned"	99	3	12	3	3	0	0	2
"6140"	"Churned"	25	3	12	3	3	0	0	3
"6141"	"Stayed"	6841	7	151	30	30	12	0	5
"6142"	"Stayed"	350458	341	8425	1179	1179	3070	40	41
"6143"	"Stayed"	21247	5	289	23	23	29	2	1
"6144"	"Churned"	10	2	8	2	2	0	0	2
"6145"	"Stayed"	355	3	13	3	3	0	0	2
"6146"	"Stayed"	151213	291	3153	404	401	1294	33	43
"6147"	"Stayed"	48806	285	1332	324	325	201	25	52
"6148"	"Stayed"	4520	4	173	7	6	29	2	2
"6149"	"Churned"	67704	191	1561	282	282	300	12	37
"6150"	"Churned"	2491	11	67	11	11	6	0	8
"6151"	"Stayed"	325	7	31	7	7	0	0	7
"6152"	"Stayed"	18662	39	283	66	66	22	0	14
"6153"	"Churned"	17152	18	277	25	24	43	0	5
"6154"	"Churned"	604	1	25	2	2	4	0	1
"6155"	"Churned"	9512	63	285	68	67	8	0	27
"6156"	"Stayed"	1092	4	47	6	6	5	0	3
"6157"	"Stayed"	3619	9	88	20	19	6	0	6
"6158"	"Churned"	1415	3	120	23	23	5	18	3
"6159"	"Stayed"	50003	302	1941	443	464	67	31	53
"6160"	"Churned"	402	5	20	5	5	0	0	5
"6161"	"Stayed"	11010	3	204	27	28	12	0	1
"6162"	"Stayed"	50290	304	1602	343	343	98	19	53
"6163"	"Stayed"	12452	26	332	38	37	57	2	17
"6164"	"Stayed"	17259	21	261	45	44	24	0	9
"6165"	"Churned"	559	3	11	4	4	0	0	1
"6166"	"Churned"	1334	4	22	6	6	0	0	3
"6167"	"Stayed"	1664	7	75	12	12	6	0	3
"6168"	"Stayed"	8684	28	275	30	31	39	1	15
"6169"	"Stayed"	102435	175	1500	324	325	224	21	23
"6170"	"Stayed"	25731	50	656	73	71	93	2	23
"6171"	"Churned"	217	2	18	6	6	0	0	1
"6172"	"Churned"	514	4	20	4	4	0	2	3
"6173"	"Churned"	15908	19	323	34	34	104	2	14
"6174"	"Churned"	1212	1	45	3	3	12	4	1
"6175"	"Churned"	58814	71	1340	143	141	744	2	18
"6176"	"Churned"	48	1	4	1	1	0	0	1
"6177"	"Stayed"	13119	49	527	58	57	14	1	21
"6178"	"Churned"	11687	82	420	102	102	34	0	26
"6179"	"Churned"	7564	33	213	38	38	30	6	20
"6180"	"Churned"	1665	2	55	3	3	8	0	2
"6181"	"Churned"	12516	53	349	62	61	32	4	22
"6182"	"Churned"	1937	5	59	8	8	12	0	4
"6183"	"Stayed"	235776	364	3995	735	736	922	28	33
"6184"	"Churned"	30658	52	549	81	81	59	7	20
"6185"	"Stayed"	201076	341	4491	643	649	931	192	55
"6186"	"Stayed"	948	3	21	4	3	1	0	3
"6187"	"Stayed"	72490	288	1906	379	379	339	8	40
"6188"	"Churned"	421	2	25	3	3	3	0	2
"6189"	"Churned"	92108	214	2037	343	343	307	0	38
"6190"	"Churned"	289	1	8	2	2	0	0	1
"6191"	"Churned"	2683	8	75	16	16	9	0	3
"6192"	"Churned"	16219	38	411	57	57	43	1	12
"6193"	"Stayed"	442370	383	9731	762	744	6307	17	55
"6194"	"Churned"	161	1	4	1	1	0	0	1
"6195"	"Stayed"	107262	235	1790	385	386	51	63	53
"6196"	"Churned"	893	2	27	3	3	4	0	2
"6197"	"Stayed"	136849	142	1912	432	426	227	3	12
"6198"	"Churned"	30	2	7	2	2	0	0	1
"6199"	"Stayed"	147584	244	3599	361	365	1808	20	36
"6200"	"Stayed"	33615	15	634	71	63	77	15	3
"6201"	"Churned"	49826	63	747	133	131	90	5	16
"6202"	"Churned"	715	2	23	3	3	2	0	1
"6203"	"Stayed"	28993	41	687	82	80	355	2	16
"6204"	"Stayed"	71129	133	1394	255	249	318	9	42
"6205"	"Churned"	1754	20	98	25	25	4	0	13
"6206"	"Churned"	5282	8	113	16	16	17	0	6
"6207"	"Stayed"	17325	46	791	56	57	44	5	18
"6208"	"Stayed"	11987	56	311	59	56	31	3	35
"6209"	"Churned"	3537	7	457	9	9	28	0	5
"6210"	"Churned"	19	1	4	1	1	0	0	1
"6211"	"Stayed"	29807	151	876	197	197	95	5	52
"6212"	"Churned"	1450	2	41	5	4	4	0	1
"6213"	"Stayed"	84608	153	1519	281	277	98	19	36
"6214"	"Churned"	348	2	45	4	4	1	0	1
"6215"	"Stayed"	15119	11	365	29	29	21	1	2
"6216"	"Churned"	4644	4	118	5	5	8	0	1
"6217"	"Stayed"	124928	327	2629	474	473	926	0	55
"6218"	"Stayed"	2384	7	40	10	9	3	0	6
"6219"	"Churned"	38121	41	601	81	81	99	1	10
"6220"	"Stayed"	105875	239	1709	296	290	556	19	54
"6221"	"Stayed"	46481	253	1491	314	315	69	15	55
"6222"	"Stayed"	8061	19	204	24	23	55	1	9
"6223"	"Churned"	544	2	23	3	3	2	0	1
"6224"	"Churned"	39275	97	755	140	139	141	2	29
"6225"	"Churned"	363	1	14	2	2	0	0	1
"6226"	"Stayed"	9107	46	360	72	71	19	2	24
"6227"	"Stayed"	997	2	30	4	4	1	0	2
"6228"	"Churned"	348	1	16	2	2	1	0	1
"6229"	"Stayed"	2833	18	87	20	20	3	0	15
"6230"	"Stayed"	152	1	4	1	1	0	0	1
"6231"	"Churned"	9235	28	252	35	33	29	0	8
"6232"	"Stayed"	23405	68	452	91	88	116	1	17
"6233"	"Stayed"	19835	111	599	125	125	82	4	44
"6234"	"Stayed"	142213	368	2910	525	524	491	14	53
"6235"	"Stayed"	51117	112	1026	173	170	178	5	38
"6236"	"Churned"	3386	10	68	12	12	3	0	9
"6237"	"Churned"	283	1	8	2	2	0	0	1
"6238"	"Stayed"	79592	267	1858	333	335	65	6	55
"6239"	"Stayed"	5424	16	112	21	20	8	0	11
"6240"	"Stayed"	722	3	21	5	5	1	0	2
"6241"	"Churned"	2352	6	84	12	11	12	0	2
"6242"	"Stayed"	18326	35	584	45	46	73	15	18
"6243"	"Stayed"	201828	188	4280	392	390	2251	12	24
"6244"	"Stayed"	9555	28	270	33	33	52	0	12
"6245"	"Stayed"	236499	483	5335	659	657	2498	16	55
"6246"	"Stayed"	6863	43	205	54	54	1	0	31
"6247"	"Stayed"	118234	272	1817	432	424	156	19	38
"6248"	"Stayed"	5937	7	113	23	23	7	0	2
"6249"	"Churned"	1223	1	25	2	2	5	0	1
"6250"	"Stayed"	45448	158	1400	228	226	115	8	42
"6251"	"Churned"	170	1	4	1	1	0	0	1
"6252"	"Stayed"	1626	7	74	10	10	4	0	4
"6253"	"Stayed"	29070	69	515	124	124	34	2	29
"6254"	"Stayed"	13312	32	245	40	36	60	0	20
"6255"	"Stayed"	162559	501	3209	682	680	770	12	55
"6256"	"Stayed"	46013	23	1067	50	46	276	3	7
"6257"	"Stayed"	16	2	9	2	2	0	0	2
"6258"	"Stayed"	44587	125	1157	186	184	383	3	38
"6259"	"Stayed"	64200	336	1557	447	447	75	9	54
"6260"	"Stayed"	17872	48	523	59	59	54	5	14
"6261"	"Churned"	523	2	25	3	3	2	0	1
"6262"	"Stayed"	59969	68	2771	109	107	458	1	27
"6263"	"Churned"	19983	48	512	83	82	68	3	18
"6264"	"Stayed"	72642	147	1491	217	214	253	3	47
"6265"	"Stayed"	17289	64	481	114	116	22	0	11
"6266"	"Stayed"	2492	4	55	6	6	11	0	4
"6267"	"Churned"	607	1	14	4	4	0	0	1
"6268"	"Stayed"	8214	17	178	25	25	63	0	10
"6269"	"Stayed"	23330	68	627	79	79	208	3	27
"6270"	"Churned"	850	1	50	2	2	3	0	1
"6271"	"Stayed"	530	2	13	4	3	0	0	2
"6272"	"Churned"	4099	14	141	15	15	60	0	10
"6273"	"Churned"	785	1	23	2	1	2	0	1
"6274"	"Stayed"	20833	95	735	113	113	42	3	18
"6275"	"Churned"	271	1	9	3	3	1	0	1
"6276"	"Stayed"	26723	87	828	144	143	167	4	29
"6277"	"Stayed"	43919	38	512	75	74	178	0	10
"6278"	"Stayed"	162661	316	2688	486	478	436	21	48
"6279"	"Churned"	658	1	20	2	2	4	0	1
"6280"	"Churned"	2793	3	81	4	4	12	0	2
"6281"	"Churned"	0	1	1	0	0	0	0	1
"6282"	"Stayed"	15426	26	453	37	37	51	3	3
"6283"	"Churned"	2174	3	34	5	5	6	0	2
"6284"	"Stayed"	68912	92	1406	213	212	95	23	19
"6285"	"Stayed"	8087	8	91	16	17	8	0	6
"6286"	"Churned"	50	1	4	1	1	0	0	1
"6287"	"Stayed"	25278	43	481	82	83	106	2	8
"6288"	"Churned"	1630	4	44	7	7	5	0	3
"6289"	"Stayed"	34548	90	865	139	138	165	6	20
"6290"	"Stayed"	67998	205	1407	279	278	139	0	54
"6291"	"Churned"	17753	57	411	81	81	109	1	9
"6292"	"Stayed"	9999	37	202	45	46	6	10	21
"6293"	"Stayed"	49764	35	1101	96	95	366	0	8
"6294"	"Churned"	1863	3	70	4	4	13	0	2
"6295"	"Stayed"	127609	152	2252	196	196	1093	9	45
"6296"	"Churned"	2410	2	81	4	4	11	0	2
"6297"	"Stayed"	10815	78	361	85	84	2	0	36
"6298"	"Stayed"	4344	7	118	11	10	20	0	5
"6299"	"Churned"	15793	20	126	31	29	20	2	13
"6300"	"Stayed"	111513	283	2080	487	484	262	4	54
"6301"	"Churned"	647	6	26	7	7	0	0	3
"6302"	"Churned"	3351	6	37	9	9	3	0	5
"6303"	"Churned"	406	2	18	3	3	0	0	2
"6304"	"Stayed"	62142	132	946	285	285	42	1	25
"6305"	"Stayed"	1369	2	44	7	7	5	0	1
"6306"	"Stayed"	15944	19	261	52	51	27	1	9
"6307"	"Churned"	2707	5	67	7	7	3	1	3
"6308"	"Churned"	3018	56	242	62	62	19	0	22
"6309"	"Stayed"	23	2	10	2	2	0	0	2
"6310"	"Stayed"	99539	180	2053	337	337	353	24	37
"6311"	"Stayed"	54448	161	1340	235	234	120	3	29
"6312"	"Stayed"	3242	25	128	30	30	4	0	16
"6313"	"Stayed"	7918	12	147	20	19	13	0	7
"6314"	"Stayed"	16258	20	194	31	31	12	0	6
"6315"	"Stayed"	594	2	10	3	3	0	0	1
"6316"	"Stayed"	355368	383	4778	636	631	2040	18	53
"6317"	"Churned"	2541	5	92	6	6	12	0	3
"6318"	"Churned"	15324	25	346	47	47	24	2	11
"6319"	"Churned"	15825	17	207	25	25	36	2	6
"6320"	"Stayed"	8916	17	260	32	32	62	2	7
"6321"	"Churned"	153	1	6	2	2	0	0	1
"6322"	"Stayed"	3033	12	61	13	13	0	0	11
"6323"	"Stayed"	100	1	4	1	1	0	0	1
"6324"	"Churned"	8	1	4	1	1	0	0	1
"6325"	"Churned"	9	1	4	1	1	0	0	1
"6326"	"Churned"	2071	2	60	3	2	5	0	1
"6327"	"Churned"	18116	83	473	97	96	67	0	36
"6328"	"Stayed"	11863	83	566	95	94	9	0	39
"6329"	"Stayed"	7502	10	244	21	21	20	1	5
"6330"	"Churned"	7996	15	181	21	20	20	4	8
"6331"	"Churned"	27469	45	470	59	58	26	1	18
"6332"	"Stayed"	18696	33	427	51	51	50	0	17
"6333"	"Stayed"	401	1	9	3	3	0	0	1
"6334"	"Churned"	7813	25	194	35	35	21	1	11
"6335"	"Churned"	530	2	34	3	3	0	0	2
"6336"	"Stayed"	7610	20	152	21	20	19	1	12
"6337"	"Churned"	654	4	29	6	5	0	0	3
"6338"	"Stayed"	1161	2	53	5	5	3	0	1
"6339"	"Churned"	123236	223	1592	299	292	148	12	47
"6340"	"Stayed"	12353	13	242	28	28	36	0	8
"6341"	"Stayed"	6485	4	137	9	9	85	0	3
"6342"	"Churned"	1975	9	102	15	15	11	0	6
"6343"	"Stayed"	335965	340	6544	649	645	3219	104	49
"6344"	"Churned"	3776	22	150	24	24	14	0	5
"6345"	"Churned"	47076	225	1082	247	245	140	9	42
"6346"	"Stayed"	538	3	26	9	9	0	0	2
"6347"	"Stayed"	96778	244	1656	334	353	88	6	54
"6348"	"Churned"	44212	52	861	255	256	15	0	13
"6349"	"Stayed"	50652	150	1255	204	202	100	8	25
"6350"	"Churned"	1721	3	49	4	3	5	0	3
"6351"	"Stayed"	10067	63	269	90	89	0	0	6
"6352"	"Stayed"	27906	30	330	48	46	39	4	11
"6353"	"Churned"	6083	9	122	21	20	11	0	4
"6354"	"Stayed"	66257	186	1405	244	242	187	22	49
"6355"	"Churned"	556	1	19	3	3	0	1	1
"6356"	"Stayed"	28987	77	652	114	112	39	95	37
"6357"	"Churned"	13407	32	209	53	54	12	0	11
"6358"	"Churned"	19168	39	293	77	77	22	2	8
"6359"	"Stayed"	72935	103	1003	158	160	100	0	23
"6360"	"Stayed"	52938	65	866	121	121	176	3	16
"6361"	"Stayed"	57620	50	1993	99	99	539	7	12
"6362"	"Churned"	21821	68	542	97	96	153	1	29
"6363"	"Churned"	486	1	30	3	3	2	0	1
"6364"	"Stayed"	15452	66	326	84	83	0	0	29
"6365"	"Churned"	8420	97	443	118	118	0	0	26
"6366"	"Churned"	1951	5	57	8	8	4	0	5
"6367"	"Churned"	1339	3	52	7	7	0	0	2
"6368"	"Churned"	5160	9	96	12	11	7	0	3
"6369"	"Churned"	7873	16	274	47	47	15	0	9
"6370"	"Churned"	8304	9	142	18	18	16	4	8
"6371"	"Churned"	383	4	19	5	4	0	0	3
"6372"	"Stayed"	21550	36	346	43	44	24	2	22
"6373"	"Stayed"	131437	334	2993	494	493	726	74	49
"6374"	"Churned"	14079	31	378	45	43	46	1	10
"6375"	"Churned"	157	1	7	2	2	0	0	1
"6376"	"Churned"	1104	5	46	7	7	8	0	3
"6377"	"Stayed"	81382	155	2094	244	244	1023	5	49
"6378"	"Churned"	45257	101	814	139	139	178	4	19
"6379"	"Churned"	10602	15	203	23	23	31	1	4
"6380"	"Churned"	205	1	5	1	1	0	0	1
"6381"	"Stayed"	41411	71	1098	218	218	157	0	33
"6382"	"Churned"	2014	6	72	8	8	16	1	5
"6383"	"Churned"	2695	10	53	11	10	0	0	7
"6384"	"Churned"	4226	23	184	43	43	30	0	8
"6385"	"Churned"	297	1	8	2	2	0	0	1
"6386"	"Stayed"	130772	380	2117	478	490	27	8	55
"6387"	"Churned"	113844	204	2076	335	336	526	4	43
"6388"	"Churned"	248	2	9	3	2	0	0	2
"6389"	"Stayed"	82094	155	1108	243	236	79	46	46
"6390"	"Stayed"	492937	447	5926	793	786	2108	46	53
"6391"	"Stayed"	997	8	39	10	10	0	0	8
"6392"	"Churned"	0	1	1	0	0	0	0	1
"6393"	"Stayed"	4544	6	138	10	10	19	1	4
"6394"	"Churned"	17078	32	358	61	61	34	0	6
"6395"	"Stayed"	25966	79	606	98	97	110	8	34
"6396"	"Stayed"	4897	10	111	15	15	13	1	6
"6397"	"Churned"	33331	20	644	75	72	51	1	7
"6398"	"Churned"	21116	29	280	65	61	37	3	14
"6399"	"Churned"	2058	2	59	3	3	14	0	1
"6400"	"Churned"	21989	25	438	80	80	84	0	8
"6401"	"Stayed"	9017	20	277	41	41	19	1	7
"6402"	"Stayed"	3623	3	79	5	5	5	0	3
"6403"	"Churned"	4670	8	169	21	21	18	1	4
"6404"	"Stayed"	36387	309	1303	325	325	29	7	55
"6405"	"Churned"	2284	4	123	5	5	11	0	3
"6406"	"Stayed"	3385	1	113	2	1	13	0	1
"6407"	"Churned"	3	1	4	1	1	0	0	1
"6408"	"Churned"	6500	14	182	22	21	23	0	7
"6409"	"Churned"	2030	5	63	8	7	5	0	4
"6410"	"Stayed"	6941	4	91	14	14	14	0	3
"6411"	"Churned"	5511	9	71	10	8	13	0	7
"6412"	"Stayed"	231	1	7	2	2	0	0	1
"6413"	"Stayed"	14012	15	970	26	26	72	0	11
"6414"	"Churned"	43453	51	795	101	100	25	3	22
"6415"	"Stayed"	99450	400	1907	549	533	91	3	52
"6416"	"Stayed"	80993	216	1434	330	328	101	10	51
"6417"	"Churned"	2531	4	55	9	9	9	0	2
"6418"	"Stayed"	41012	82	654	169	169	32	4	15
"6419"	"Stayed"	28975	42	696	74	74	147	0	15
"6420"	"Stayed"	106167	123	2052	503	497	452	1	38
"6421"	"Stayed"	54129	236	1451	260	259	253	2	54
"6422"	"Stayed"	70433	192	1450	302	293	167	6	48
"6423"	"Churned"	785	1	31	3	3	4	0	1
"6424"	"Stayed"	31590	221	1319	230	230	350	0	54
"6425"	"Churned"	248	1	12	2	2	0	0	1
"6426"	"Churned"	4571	9	66	14	14	6	0	6
"6427"	"Stayed"	7450	16	182	41	41	10	0	7
"6428"	"Stayed"	55194	143	1386	209	215	423	26	51
"6429"	"Stayed"	28968	81	703	133	133	139	2	26
"6430"	"Stayed"	154867	390	3318	491	486	1176	14	55
"6431"	"Churned"	193	2	10	3	3	0	0	1
"6432"	"Stayed"	1505	6	34	9	8	0	0	6
"6433"	"Churned"	1026	1	28	2	2	4	0	1
"6434"	"Stayed"	112641	97	1206	275	271	43	1	28
"6435"	"Stayed"	109019	111	1341	249	249	322	1	18
"6436"	"Churned"	1251	11	52	14	14	0	0	11
"6437"	"Churned"	2325	4	43	7	7	4	2	2
"6438"	"Stayed"	191548	436	3771	723	724	1015	49	55
"6439"	"Stayed"	395	1	14	2	1	0	0	1
"6440"	"Churned"	109	1	8	3	3	0	0	1
"6441"	"Churned"	48040	96	1199	132	132	607	10	25
"6442"	"Churned"	8468	19	227	27	27	18	2	12
"6443"	"Stayed"	5551	18	124	23	22	21	1	8
"6444"	"Stayed"	63186	74	1110	178	178	151	10	17
"6445"	"Stayed"	14226	22	236	40	36	46	0	15
